,ID Conexion unico,Usuario
27535,d01c3a84c1cc384a,csegeview
27536,2fc60dba69297fcf,csegeview
27537,bebad30161d605bb,csegeview
27539,7f217cbd548d6819,csegeview
27540,79b8fa65af8d9f85,csegeview
27541,d43c9f54f5f3cd2c,csegeview
27542,fc91835a9da5da04,csegeview
27543,b39ae9807bc3dd89,csegeview
27544,fff34890478f08df,csegeview
27553,9625d631e49ee9a0,csegeview
27554,50f67c9517aea32a,csegeview
27647,bf134991686e857e,csegeview
27696,80e3b5f555bb2d1d,csegeview
27777,7200ef52dd7cd210,csegeview
27796,051edbb0e8b157b4,csegeview
27816,70c20afb1f0a2f2f,csegeview
27850,d5559873634df0fe,csegeview
27881,aca6b8037260517d,csegeview
27886,81c37edca3f0e49e,csegeview
28042,1174751671d2a0ad,csegeview
28049,b1d56f22dd797806,csegeview
28052,bd08737a51d907ac,csegeview
28056,eaebd11af13f594a,csegeview
28057,c7c633fb9fc2517e,csegeview
28058,8ae9c8180f50ebe2,csegeview
28070,2487a31d92f936a0,csegeview
28073,dc6a5637e94b6573,csegeview
28108,80dc5ca2d632220c,csegeview
28121,348b08c19c0d50e5,csegeview
28129,6f182a3bd680c7fe,csegeview
28142,6c8325ce425dda31,csegeview
28143,34c520b6554b0f41,csegeview
28146,2e4f20ae7d7bf8d2,csegeview
28147,b9fdc69fd75ff9c9,csegeview
28148,45c9616bfbd8dfd2,csegeview
28149,3f5f3dc3003e06d9,csegeview
28771,e12e08db3ba0a352,csegeview
28773,3f3c5852622f67a8,csegeview
28792,2c214c6e9e2f5525,csegeview
28793,95c32b6405cd8ab0,csegeview
28794,f8f52d2fd54fa3cf,csegeview
28795,4f6463ba0805487a,csegeview
28799,fa85fbea4dee5234,csegeview
28802,7cb06f79442425df,csegeview
28810,a5a78af1856e3985,csegeview
28815,57336667bd3fd09b,csegeview
28818,ac8d3530831b17e4,csegeview
28819,eaadd20911e049d5,csegeview
28929,ad4507e750e197cd,csegeview
28935,e657adf1bbcdd2e6,csegeview
28937,cf2d24fd871e396c,csegeview
28939,e50e80b656a09c84,csegeview
28942,9a16c57a5c818deb,csegeview
28943,bd18b08396c3b7dd,csegeview
28961,6ff037879af143ed,csegeview
28962,61c1eaaeedf27c29,csegeview
28963,9d1e145fb0fdc9f6,csegeview
28964,bc61d0e881fbbeef,csegeview
28966,4e0bf361ec53b165,csegeview
28967,404ef37056186d93,csegeview
28973,6f25dee14c66186d,csegeview
28974,f21c744a3ce05b07,csegeview
28977,c053eaa2881757bc,csegeview
28978,8c1e21c37948d3e2,csegeview
28979,b42fe1cc3f60caa1,csegeview
28982,3c2ac6d875c333f1,csegeview
28983,5ef6787fe528367d,csegeview
28984,d0e35abe77231c61,csegeview
28987,39c1ce113f4101c9,csegeview
28991,b93807c5bbd89e73,csegeview
28992,9a6bdd4fd23554ee,csegeview
29000,816e4eac50fa0d2b,csegeview
29003,b57f6c8e84f0c582,csegeview
29008,5fc9ab78a8d26fe3,csegeview
29024,ad74602669f0d9ef,csegeview
29026,4eba72bdd6ac29b6,csegeview
29032,3f1ee629197a7ee3,csegeview
29033,39a88b48f08091b1,csegeview
29039,a09efc1ee12444c7,csegeview
29058,6da0d1ae3963d1e0,csegeview
29066,9959e723f3cd0b6b,csegeview
29091,8c4604dc4c830f70,csegeview
29194,1.73E+15,csegeview
29197,85846aa6f589b4d9,csegeview
29198,879567f842070b1c,csegeview
29316,480820a485f4a4bd,csegeview
29317,4e2acd434d6a2b5a,csegeview
29331,735978ab0088b9d3,csegeview
29442,48b014a1a73eb56b,csegeview
29928,2253d081b451593a,csegeview
29990,e324426a13ba13b8,csegeview
29994,9e766c06f88e3699,csegeview
30002,80a730280014bbd3,csegeview
30187,e55a0d144483961e,csegeview
30216,49e46598d449e329,csegeview
30229,ff3e64e0b06425ea,csegeview
30231,02745c2d8b9090e9,csegeview
30232,ad33a3f72fa8ed17,csegeview
30236,7ff6bcb51d1bdeb4,csegeview
30243,3183dd9e00bbae03,csegeview
30246,d39e1d73c95ab4e8,csegeview
30261,e18ca4950c349a44,csegeview
30284,148f4e644d22cb8b,csegeview
30342,2829b8639286300b,csegeview
30356,e2165ec019df61f1,csegeview
30357,611781e5d51a82f8,csegeview
30368,6c36c4d34dd5d86b,csegeview
30392,6a30d9e069d89ff3,csegeview
30394,1f76051c440d0804,csegeview
30406,c89b1fcbec3f3416,csegeview
30445,3bcf537200d1aa95,csegeview
30447,2ef5390bce525151,csegeview
30451,b8aefed0022ca411,csegeview
30455,40b4dca36ad22392,csegeview
30458,29956420793d9236,csegeview
30488,569277f71ec1074e,csegeview
30490,0fff777f36053254,csegeview
30500,1d5239fb1181a2c1,csegeview
30504,cca2d18537cf188b,csegeview
30536,726a0cbe79a07764,csegeview
30546,762f2bd14057150b,csegeview
30548,d1a56db12efd89e7,csegeview
30551,7761cfe9b1c0eb37,csegeview
30553,1eaa5de14492ea67,csegeview
30554,c3b89632cd739449,csegeview
30572,ecec9aab64758e44,csegeview
30573,e0f3cd2bf037669a,csegeview
30574,ffafbfa04178e9f3,csegeview
30578,bb9f57544359149b,csegeview
30580,7d27bf554bbd366b,csegeview
30581,7a75ffeda66c1d61,csegeview
30582,40184a2e2734d3ff,csegeview
30588,d8c092565feda8a5,csegeview
30598,251e36f65068efb5,csegeview
30600,10566eec67635733,csegeview
30601,e92df2b5a7c3db01,csegeview
30604,df122316ab4728e4,csegeview
30605,56bf2ff8a4d972e8,csegeview
30607,72061e1490686f5a,csegeview
30613,dab147fd0e36e432,csegeview
30614,a3c711f55d8c1812,csegeview
30633,f3db601b32de7ab6,csegeview
30634,d486624cc82984c3,csegeview
30642,3eb1d80fae79a79e,csegeview
30655,0df23a0105c23ccc,csegeview
30656,b18467b541bf6a5c,csegeview
30660,03904c8a74ade32b,csegeview
30676,df36e7e5ded6ab4b,csegeview
30677,bb17ae48f1cdf043,csegeview
30699,7fc9d423d601ef3d,csegeview
30700,5af184881c2a988f,csegeview
30707,1a7495370090f325,csegeview
30715,97261a9517e78225,csegeview
30719,77891e7d131e4d80,csegeview
30725,1d5864ffa04ae93d,csegeview
30728,519ecd57303c47e2,csegeview
30730,811c25dbd7388266,csegeview
30731,174d50b8b21c95bd,csegeview
30733,cd882261d5244d22,csegeview
30734,6a78ba10ca2e4d3c,csegeview
30744,ed3d47413d91f63f,csegeview
30750,2435f4e07aa462db,csegeview
30767,b2f74c51d80693f4,csegeview
30768,becf4f8e28205e30,csegeview
30775,7b0f7a9d6a69fd57,csegeview
31317,952a29229679e1c7,csegeview
31328,874ffe6ce0b5a04f,csegeview
31331,793fcc0c894a58e3,csegeview
31373,3076d27cc936fdaf,csegeview
31374,d06e5953ef99d250,csegeview
31376,8cd7e06633977c7d,csegeview
31482,3da15aa7c0c98228,csegeview
31497,a3fc6f74d904a3d3,csegeview
31509,abcec840b5a082b1,csegeview
31553,b492c9e5bb7cf771,csegeview
31558,47d7087caa8f5570,csegeview
31559,743f9586f5a6aebe,csegeview
31562,158e51b39d8963c9,csegeview
31619,759ed3f43ac8618d,csegeview
31635,40679a0a1754844d,csegeview
31658,9482c5948f07cbb2,csegeview
31723,a95340f5f2e173db,csegeview
31793,01aec7309aa9a6bf,csegeview
31828,8c002622c028a699,csegeview
31866,9e8f5597fcf9b800,csegeview
31870,3da15aa7c0c98228,csegeview
31871,cd9b749a9edb8308,csegeview
31893,029dab9271122d68,csegeview
31957,862b98ea8b91557e,csegeview
31989,b4c6b8f9ed1c69d2,csegeview
31993,588f762dc03d02f7,csegeview
32005,5e53f07cca4be94d,csegeview
32006,08a7db6ae0e89e83,csegeview
32008,ec0baf0f0d880c27,csegeview
32009,51ea9ffac13f5977,csegeview
32021,e90d671e824be419,csegeview
32022,fc6178e63fdc8b3b,csegeview
32023,df12766a7d39eb8c,csegeview
32024,9e16677662c422a8,csegeview
32028,04a774146246e77d,csegeview
32030,c2361bef6d2cd533,csegeview
32034,5095d79646f92906,csegeview
32035,793cc753e50b8ad4,csegeview
32043,06dcb336c843cb6b,csegeview
32045,1e1439a6c18be60a,csegeview
32046,c9abd428c0482377,csegeview
32047,1ae5dc881fdc3f72,csegeview
32048,6d07e57851e95f63,csegeview
32049,9b3459f47ed55ae1,csegeview
32050,12485d1a3b973add,csegeview
32051,618db08dc42899d1,csegeview
32052,6c1fa1b63e5e36e3,csegeview
32055,0a45efdda1685f0b,csegeview
32056,a4c75bca94ebd31e,csegeview
32057,7b5a1643173f4adf,csegeview
32058,58313ae058f362c5,csegeview
32060,cf7dc33b5b4a4edf,csegeview
32061,a239cb887d61fd1d,csegeview
32062,4ed177f01fc1e25e,csegeview
32066,3cbc4e8e89394fbf,csegeview
32067,aff0a8de55957d10,csegeview
32068,953cb3c236c11f09,csegeview
32069,96e9b2fe0a29a4f4,csegeview
32070,4e037ea475317be6,csegeview
32071,1af3157b80ec11a7,csegeview
32072,efe5973d178f3ce3,csegeview
32073,2add382e7b609f14,csegeview
32074,36ecf656cee50934,csegeview
32075,fa8e59ee9cf37212,csegeview
32077,8907f1643a1b3453,csegeview
32078,da32f1661f1b062b,csegeview
32079,df6d1664a2c4a17e,csegeview
32080,03d60804c305e44b,csegeview
32081,92b1a36197773783,csegeview
32083,f2c6ba1142ac21a4,csegeview
32084,342fe39c22db6d6c,csegeview
32085,2473fcc4358eb26e,csegeview
32093,48e1660643cb96e6,csegeview
32094,fc4c04b1b65eac22,csegeview
32095,7.40E+15,csegeview
32096,78c1c6fcd1d30a21,csegeview
32097,7919c3f121ff2941,csegeview
32098,fe5935a47d4806d8,csegeview
32099,7cb75bef35f01e83,csegeview
32101,1856b408f4315d2a,csegeview
32102,5a8d02a010240324,csegeview
32103,c17726acd38b5fc1,csegeview
32105,cbf2a564120b8ae0,csegeview
32106,91345929759ccbb9,csegeview
32107,406d7a540726b394,csegeview
32108,afaa5b2908f1cd88,csegeview
32111,13160cf36db51e21,csegeview
32112,dc4ad21086c505c4,csegeview
32113,868eb740429bde5b,csegeview
32114,520c42881c1fc9a9,csegeview
32115,ca70c7ccb70de1ae,csegeview
32116,185131d86447f0c6,csegeview
32117,b005a3bcb5d5b1e1,csegeview
32118,570221418b37a030,csegeview
32119,ae9e6b5911037b0d,csegeview
32120,e7029fec51ac04f2,csegeview
32121,f573a68ddb5a4ca9,csegeview
32122,ab729dc81ce2b87d,csegeview
32123,1f46d80d2435b018,csegeview
32124,ae14640d12e22494,csegeview
32126,7c0ce622c7c7fe1b,csegeview
32127,c71a1920adc7e0da,csegeview
32129,b43439b34df637ca,csegeview
32130,99abe15f3341969b,csegeview
32132,8f82e048982ec01b,csegeview
32269,f693a2d9372f9714,csegeview
32351,abcec840b5a082b1,csegeview
32353,ead990905b619bb0,csegeview
32358,6d33597f2d77891d,csegeview
32400,1d145012bab84fb6,csegeview
32401,ce50bd67c2b0e71d,csegeview
32440,40ca4797aaaca3bf,csegeview
32446,7543b7635f8874aa,csegeview
32447,d4a2e3b59ff55175,csegeview
32448,298c7f001912a4c7,csegeview
32467,b75f2477787f5406,csegeview
32534,2e25cea97db25fab,csegeview
32538,2dc5c244519ecafc,csegeview
32966,dcd1e63a62894f41,csegeview
32969,8b21ba5885de0634,csegeview
33084,a7e62196c7b3368b,csegeview
33104,0712b4ab0ae798bd,csegeview
33144,67566f6c1866d8c3,csegeview
33145,13a0c46be5fa6993,csegeview
33152,d9c0e546c7589764,csegeview
33154,790677dbaeda2dcd,csegeview
33190,f89838b6a0305692,csegeview
33195,2fddf5a264c0c43f,csegeview
33211,56a2f55b0fc241fd,csegeview
33212,d05891998fdaea1e,csegeview
33213,a4f8ce44aa123949,csegeview
33234,d02293080371aba9,csegeview
33298,1562249afd86f16f,csegeview
33350,7ac6ddca6fed753d,csegeview
33429,b010657502968b4b,csegeview
33434,ccfc1d3f663af7c7,csegeview
33466,ac2615ee369f9b1e,csegeview
33536,7982c19503d48b7e,csegeview
33548,653b1cca5c9bdd0c,csegeview
33563,99183c9f09ef0e6d,csegeview
33564,4a539f6534395f60,csegeview
33613,4d9c33035a173932,csegeview
33665,53277b137bdbd104,csegeview
33699,703174906e5ca307,csegeview
33853,20b6b95be30aa8b9,csegeview
33874,b43f376e0ced557d,csegeview
33884,0642ed796536ecdf,csegeview
33918,fac894405c9c6932,csegeview
33948,4d579d293613192a,csegeview
33955,2b226b0ce0edb8fe,csegeview
34418,8487ffcc7e2221cd,csegeview
34428,8aec501bfb13c461,csegeview
34557,63c03d0491e2ba17,csegeview
34726,e99933b91e3955e5,csegeview
34842,5bc82b5c2bd9d415,csegeview
34915,30cee927246f92df,csegeview
35763,b49d262bc657e802,csegeview
35779,49625273a37907fb,csegeview
35886,6e92e81e0e7917f3,csegeview
37373,0143d405b73fd968,csegeview
37429,72bbf48a4ebe96be,csegeview
37490,7f983d602810a746,csegeview
37526,ca0e9408a6e46714,csegeview
37530,2b58607f62dc269c,csegeview
37533,4aac17437d60c303,csegeview
37534,a5ef7c39f0ed5a3f,csegeview
37546,7bbaa5c1d5fe442b,csegeview
37550,65074dbdeca691c3,csegeview
37551,3cb6ec15f0f48e39,csegeview
37561,b88cb2693974a73d,csegeview
37563,e7b89a4e6b5a4755,csegeview
37564,7a6d127cb31ad838,csegeview
37565,182b79fa43447eb5,csegeview
37568,b4d60447313c32f0,csegeview
37570,a6b41d60f30ed6b2,csegeview
37573,3c32a0661743f743,csegeview
37575,643e45e9bc3ab367,csegeview
37582,07b7cbd6a25e6eae,csegeview
37594,2e34bfa4d02b11ac,csegeview
37595,e7d73516e6ebed25,csegeview
37598,7daab4a3986f04e9,csegeview
37629,3b4e3b3452dcf5ec,csegeview
37632,eac94361c0263008,csegeview
37634,cabd6f9b6b11f2ea,csegeview
37635,b325eb8c31e47518,csegeview
37638,953841b887ea539a,csegeview
37646,b4ec8d66a4fa359f,csegeview
37650,59c2ae3d2ec82f97,csegeview
37655,995cea5d4235facb,csegeview
37663,703e03bff9f8b033,csegeview
37664,bd812eeabd94d5ee,csegeview
37665,109fd5b4a5436dc9,csegeview
37668,675c06b8fa209b37,csegeview
37669,f2c86acf76d75ede,csegeview
37670,9425c0c0cb525389,csegeview
37671,a683e7b14e973d47,csegeview
37673,90a3c0c27af31df4,csegeview
37682,ddf86c1dfd548efd,csegeview
37685,014a3c12a48d5bc5,csegeview
37688,3d4a9f06112f3476,csegeview
37691,641d6ce67418cceb,csegeview
37693,e4521f0d251eeec8,csegeview
37694,d244865f8236ea83,csegeview
37726,688916d63835a99c,csegeview
37727,47aefd8ce23d1c4d,csegeview
37732,bf1137c1bd4a22c2,csegeview
37734,d42d6220897a73f6,csegeview
37736,7ffd5509112b7012,csegeview
37737,c16b66926c51b472,csegeview
37750,041f25e43e9030fe,csegeview
37752,4a4e6a9d3cb2b648,csegeview
37754,f0176873fba9617f,csegeview
37758,e591006f7e918dd4,csegeview
37759,e35e6bdb4605f271,csegeview
37760,fe8397f8e01e17a7,csegeview
37761,a836a9477ce64488,csegeview
37764,560dc2308758dd5b,csegeview
37765,18d6e92a83acf8b6,csegeview
37766,4c56f78378806578,csegeview
37768,9f0ba2ee9f19d2df,csegeview
37769,8a6788c3ab0d9d03,csegeview
37770,665c6e5d761d054b,csegeview
37776,404b7f1555c95515,csegeview
37778,ce97ddf02d1ea6c1,csegeview
37782,562761d49eca34c8,csegeview
37785,3c1bdc6e9a798a6a,csegeview
37786,5ade1145db028883,csegeview
37788,7171042238b2f6e6,csegeview
37792,fd97ceff8d083f42,csegeview
37795,bcb03aad5172e7e1,csegeview
37799,bd6af4e3ad4dfa35,csegeview
37800,3c4ce3765b4ca06c,csegeview
37803,9c1f4e3f3589db19,csegeview
37807,9851a48b9afc749a,csegeview
37808,8e5123e93bbea158,csegeview
37810,8269ac6d68d5d170,csegeview
37839,2fcb3a3471129dee,csegeview
37841,d3dc155b5d8f0a68,csegeview
37842,26f8fe2e48ba3dae,csegeview
37844,40f1f018b2d192d9,csegeview
37845,ae3480aa2c6aaead,csegeview
37848,22497da1c6cd557e,csegeview
37857,044ae68e174af0c0,csegeview
37858,ea16019a5ad22148,csegeview
37873,de2ff9c3ebcc9630,csegeview
37874,3e611f625e71dc84,csegeview
37881,5966c5c2be0fdac2,csegeview
37905,d99e6f27968a7894,csegeview
37910,aa66e01123f6a01e,csegeview
37911,43671af463641157,csegeview
37912,d4e11dbaf599384c,csegeview
37913,2f82c599cfc8236d,csegeview
37914,902985d6a1cd5718,csegeview
37916,b0beeaf0f6559c24,csegeview
37917,67fb7ed08cf55fc5,csegeview
37924,cd73fc8df548b17d,csegeview
37927,21534a487427eb51,csegeview
37946,ce621c2f1682648c,csegeview
37947,b6024fc824a18ad5,csegeview
37965,f58fa1458eeeb409,csegeview
37968,cae300e979a30651,csegeview
37983,de4f7694eb5a5e08,csegeview
37989,e449795a29ba627c,csegeview
37998,246af2d51db91adf,csegeview
38005,caece4174aed98cc,csegeview
38006,4b3980ebdd69ecda,csegeview
38018,7dfb0b41f498ab4f,csegeview
38020,693aeb5dcf730a89,csegeview
38026,8df4160606763aca,csegeview
38031,133a34adbf64b0a1,csegeview
38032,74ebf69310b149c3,csegeview
38033,f07dbf0171f8972a,csegeview
38050,ac775cfb66600deb,csegeview
38054,2b4f27d0f908f9a4,csegeview
38055,4c9f945b54f547b5,csegeview
38056,6ddd7b57bfaf268a,csegeview
38061,ad2ff517b547ec6f,csegeview
38063,b2455567f30bc987,csegeview
38103,f5ba8a76f1ba84a9,csegeview
38117,0943d9cc14c1e1e7,csegeview
38119,ae36c88e9bb703b4,csegeview
38135,2497ebb7a3f748d8,csegeview
38137,d8a740e92d7e6c2f,csegeview
38139,cb04c9fdb7b4e49c,csegeview
38143,d66fa8adb9aea47c,csegeview
38145,81899e2a2e050471,csegeview
38151,d7f68b2169890faa,csegeview
38161,e565c1366e569cd7,csegeview
38167,1907f1ca22414b5d,csegeview
38169,f3a0a471f3fdcb36,csegeview
38170,56fdef54c6e93ddb,csegeview
38171,e4702c1a591c9887,csegeview
38172,f36895508ea1d20c,csegeview
38174,62c33dff8da79153,csegeview
38175,56f1e48c74c9baef,csegeview
38182,0eb4d335c9e99b79,csegeview
38188,237af71f33d8d02a,csegeview
38191,30d66274e4eb9fa8,csegeview
38203,63c6337910b44464,csegeview
38204,5e9346e3a551c25e,csegeview
38209,46fdb4e75a0ee150,csegeview
38210,6d6124365cd6ffff,csegeview
38220,2da5f957dc94f14e,csegeview
38221,360bc500aecb0e09,csegeview
38222,7e4e7b0692a27a17,csegeview
38226,5acb1aab765e72bd,csegeview
38227,e50738acb3366bf6,csegeview
38229,c75cb7ac75d1603f,csegeview
38232,8a23df83dd8eaae9,csegeview
38234,ce3271f16c220e09,csegeview
38237,68298ce985e602d2,csegeview
38244,39521793e4c25575,csegeview
38246,94145fceeec664ad,csegeview
38256,4f20096dbbec2080,csegeview
38257,9ecc928f095e9295,csegeview
38260,b902979857fd50f7,csegeview
38261,aa7ef977b4fcc0cb,csegeview
38262,260ca7ef6bb5ae68,csegeview
38264,02ca85a3f8b27eee,csegeview
38317,22ad12126b1ff507,csegeview
38338,4ac328239298a306,csegeview
38861,60031721a1c29ce8,csegeview
38901,228463314e55cff0,csegeview
38947,e5695018f09159fb,csegeview
38999,5ffcdc352bd675e6,csegeview
39001,ac7b854dbdf80c35,csegeview
39082,8bbb6bce3a7946e2,csegeview
39086,55140cee21a367ce,csegeview
39096,f634608b1002c4bc,csegeview
39135,a130085f11fafe9a,csegeview
39136,22864ca1fbd135b8,csegeview
39138,cecdfb9a3e5c8d03,csegeview
39231,2973f2b7775d4c39,csegeview
39250,e2c9fb3da5441414,csegeview
39257,6046434f096c63b3,csegeview
39284,465b3c32928c2fde,csegeview
39287,6892fad43fab8e34,csegeview
39288,71537ac961029c3f,csegeview
39290,7acc883938958430,csegeview
39330,6dd81263e91a84f9,csegeview
39370,ec56f9b60581c747,csegeview
39375,9b5133ba21f71682,csegeview
39381,687b906fb3b17eda,csegeview
39387,edda9bed25697fb2,csegeview
39392,b2ba9b1b6849ecc2,csegeview
39409,60faeb6611a9a49c,csegeview
39410,e5cd5963f474e3f8,csegeview
39419,c18cddab1501ba20,csegeview
39516,4458480e013ca427,csegeview
39522,bf369b2a70582488,csegeview
39528,9de73399484b0013,csegeview
39605,7eb61ebd90493f3b,csegeview
39646,3d171017ffc9df53,csegeview
39650,7eaef9466f803312,csegeview
39655,fb2712eb2304ba47,csegeview
39677,ee3c67b0736d3cff,csegeview
39702,d444e528b8b2852e,csegeview
39705,ed7c46d6900fb497,csegeview
39706,34719396d3903d17,csegeview
39710,49a10ffaf952adb7,csegeview
39712,48e8ed67a01de23f,csegeview
39723,ba7d1cf2f5f98df8,csegeview
39730,54282dbe1111e629,csegeview
39736,54703614fcb9e4c5,csegeview
39745,39ce10c429f08080,csegeview
39794,0647dd957ab0d02b,csegeview
40223,187ab2021d3ee9f0,csegeview
40267,b84f33879142fdfd,csegeview
40287,a5d089062494cf35,csegeview
40303,43f7225d0e5b0517,csegeview
40309,d41418861308d4fe,csegeview
41088,64dde3b0abc42578,csegeview
41134,0d43b2baaa73a513,csegeview
41235,b7887c77d7ddbe25,csegeview
41302,a1240169c8ca869c,csegeview
41303,3d5b2f8f62488cf4,csegeview
41353,b0351274af067209,csegeview
41407,9743b442faea0fca,csegeview
41430,6936f85524189002,csegeview
41431,9a35608aacf50ee7,csegeview
41555,d02f818acb2aa8d2,csegeview
41629,1189229c104b1c1e,csegeview
41637,91148db822a28777,csegeview
41639,54506df0ec6e1ef8,csegeview
41641,9414ace64810885f,csegeview
41643,2664978de6590312,csegeview
41653,3c6649d3364bfc4f,csegeview
41667,65d4cc237c505292,csegeview
41685,e47c273a29e83f83,csegeview
41750,b4da1bfa2816b2da,csegeview
41786,1b9f630811f2bc71,csegeview
41793,01937968f39ee714,csegeview
41795,ac7c89798584fe2c,csegeview
41808,50fcde6c28265067,csegeview
41836,ead9358e1cc0a8e6,csegeview
41884,290a156d0fa917fb,csegeview
41917,e649af00243194d0,csegeview
41925,ace47d6a1e5f67a7,csegeview
41927,7347af608754c36e,csegeview
41967,e2fe3650a7feb7f8,csegeview
41972,d9728efdba253318,csegeview
41996,0977583e7397f005,csegeview
42115,4283d43a4a329da3,csegeview
42119,dc36cfa296d4aede,csegeview
42177,b477ab9694683b2b,csegeview
42197,7e4c82493f50f740,csegeview
42212,d4afa980227625a5,csegeview
42229,3d5723fadb784b54,csegeview
42252,e60dc87a9b05b635,csegeview
42254,b30fef90e18e818d,csegeview
42326,47dedd63e007ec71,csegeview
42360,f19ca8ae68b5bf53,csegeview
43093,a569d771ff341adb,csegeview
43315,e049e8978deca6a7,csegeview
43319,fb56beb82faa1b84,csegeview
43356,651d5121d3f79abe,csegeview
43635,e51d33462d1be7ba,csegeview
43739,4c67362a51ae407b,csegeview
43793,6e583a4d737007a9,csegeview
44653,aa66afd11cf5a820,csegeview
44714,07bb9766a92d341c,csegeview
44899,3f8782ca475dfbf8,csegeview
44902,4aa99b8e27710557,csegeview
45032,05a702e055f9700b,csegeview
